30  3   6   2   0   0   0   2
0   18  4   1   0   0   0   0
0   1   22  1   2   0   0   0
0   0   1   9   1   0   2   2
0   0   0   1   8   1   1   0
0   0   0   0   0   4   1   2
0   0   1   2   2   0   25  5
13  1   1   0   0   0   3   34
