17  3   2   0   0   0   0   1
0   14  1   2   1   0   0   0
0   0   12  0   3   0   0   0
0   0   0   0   0   0   1   0
0   0   0   1   8   4   2   0
0   0   0   0   0   1   1   1
0   4   1   0   1   0   12  2
2   1   0   0   0   0   0   11
