27  1   0   0   0   0   0   1
0   12  0   6   0   0   0   1
0   2   22  2   2   0   0   0
1   0   0   29  1   0   2   5
0   0   0   1   8   0   1   0
0   0   0   0   0   6   2   1
0   1   2   1   0   1   51  2
1   0   0   0   0   0   3   49
