77  5   8   1   0   0   0   5
0   43  5   11  1   0   1   1
0   4   49  5   7   0   2   0
1   0   1   46  5   1   6   9
0   0   0   4   25  6   5   0
0   0   0   0   0   13  5   4
0   6   3   2   2   2   83  11
17  4   1   0   0   0   7   101
